LAMBDA,PI_S,size,class,level,n_scenarios,frac_outsourced_mean,frac_outsourced_std,objective_mean,objective_std
1.5,2.0,25,R,6,230,0.3174,0.3282,202.0518,142.5764
1.5,2.0,25,RC,2,160,0.2687,0.3703,73.2525,81.1464
1.5,2.0,25,RC,4,160,0.2828,0.3225,155.1647,148.4522
1.5,2.0,25,RC,6,160,0.3042,0.3378,241.2996,223.6628
2.0,2.0,10,C,1,170,0.7941,0.4043,74.4466,43.2316
2.0,2.0,10,C,2,170,0.8676,0.2272,160.1056,57.8919
2.0,2.0,10,C,3,170,0.8314,0.2432,228.4936,64.3725
2.0,2.0,10,R,1,230,0.4522,0.4977,42.606,37.9039
2.0,2.0,10,R,2,230,0.4022,0.4301,89.092,75.32
2.0,2.0,10,R,3,230,0.4015,0.3916,128.3332,98.6571
2.0,2.0,10,RC,1,160,0.4125,0.4923,65.7304,68.7139
2.0,2.0,10,RC,2,160,0.4781,0.427,158.4516,113.9895
2.0,2.0,10,RC,3,160,0.4083,0.3394,206.5646,138.0423
2.0,2.0,15,C,1,170,0.6471,0.4779,65.9324,50.6623
2.0,2.0,15,C,2,170,0.6941,0.3725,141.2524,81.3708
2.0,2.0,15,C,3,170,0.6804,0.3159,211.4745,100.7405
2.0,2.0,15,R,1,230,0.3087,0.462,36.0426,40.906
2.0,2.0,15,R,2,230,0.337,0.4229,84.0547,78.5064
2.0,2.0,15,R,3,230,0.3101,0.3644,102.6731,95.514
2.0,2.0,15,RC,1,160,0.2938,0.4555,48.4561,63.8189
2.0,2.0,15,RC,2,160,0.3094,0.3987,105.1675,112.5418
2.0,2.0,15,RC,3,160,0.2875,0.3385,147.9704,147.7291
2.0,2.0,25,C,2,170,0.5029,0.3892,133.6526,86.5333
2.0,2.0,25,C,4,170,0.5397,0.2689,250.9246,107.0523
2.0,2.0,25,C,6,170,0.5431,0.2796,356.6915,173.1238
2.0,2.0,25,R,2,230,0.3478,0.4127,96.0648,85.3383
2.0,2.0,25,R,4,230,0.287,0.3382,166.6547,147.4674
2.0,2.0,25,R,6,230,0.313,0.3283,250.4572,191.9954
2.0,2.0,25,RC,2,160,0.2687,0.3703,93.8485,108.8279
2.0,2.0,25,RC,4,160,0.2828,0.3225,198.9569,198.4135
2.0,2.0,25,RC,6,160,0.3031,0.3379,310.7466,300.633
3.0,2.0,10,C,1,170,0.7824,0.4126,110.7375,65.9871
3.0,2.0,10,C,2,170,0.8676,0.2272,238.4051,88.4111
3.0,2.0,10,C,3,170,0.8275,0.2431,338.46,99.5445
3.0,2.0,10,R,1,230,0.4522,0.4977,60.4787,58.6625
3.0,2.0,10,R,2,230,0.4022,0.4301,125.9138,116.2031
3.0,2.0,10,R,3,230,0.4015,0.3916,182.1654,152.0069
3.0,2.0,10,RC,1,160,0.4125,0.4923,95.4777,104.1112
3.0,2.0,10,RC,2,160,0.4656,0.4298,226.9637,175.1742
3.0,2.0,10,RC,3,160,0.3979,0.3405,296.5207,209.9809
3.0,2.0,15,C,1,170,0.6471,0.4779,96.6219,77.7506
3.0,2.0,15,C,2,170,0.6941,0.3725,208.7698,123.7986
3.0,2.0,15,C,3,170,0.6784,0.315,310.7747,154.656
3.0,2.0,15,R,1,230,0.3087,0.462,50.2941,62.1289
3.0,2.0,15,R,2,230,0.337,0.4229,116.8509,120.5832
3.0,2.0,15,R,3,230,0.3101,0.3644,143.343,144.792
3.0,2.0,15,RC,1,160,0.2938,0.4555,69.6012,96.6225
3.0,2.0,15,RC,2,160,0.3094,0.3987,150.3297,169.3501
3.0,2.0,15,RC,3,160,0.2854,0.3351,211.3247,221.1538
3.0,2.0,25,C,2,170,0.5029,0.3892,192.5943,133.8373
3.0,2.0,25,C,4,170,0.5397,0.2689,364.038,164.3477
3.0,2.0,25,C,6,170,0.5431,0.2796,522.1891,263.6579
3.0,2.0,25,R,2,230,0.3435,0.4137,133.2664,129.683
3.0,2.0,25,R,4,230,0.287,0.3382,230.6101,223.7609
3.0,2.0,25,R,6,230,0.3109,0.3295,345.7881,292.0464
3.0,2.0,25,RC,2,160,0.2687,0.3703,135.0406,164.612
3.0,2.0,25,RC,4,160,0.2828,0.3225,286.5414,298.7266
3.0,2.0,25,RC,6,160,0.3031,0.3379,449.1307,454.9284
5.0,2.0,10,C,1,170,0.7824,0.4126,182.8399,112.0386
5.0,2.0,10,C,2,170,0.8676,0.2272,395.0041,149.7828
5.0,2.0,10,C,3,170,0.8275,0.2431,557.6539,170.9362
5.0,2.0,10,R,1,230,0.4522,0.4977,96.2241,100.7485
5.0,2.0,10,R,2,230,0.4022,0.4301,199.5572,198.9734
5.0,2.0,10,R,3,230,0.4015,0.3916,289.7874,259.4203
5.0,2.0,10,RC,1,160,0.4125,0.4923,154.9724,175.6713
5.0,2.0,10,RC,2,160,0.4656,0.4298,362.7276,299.8644
5.0,2.0,10,RC,3,160,0.3979,0.3405,474.5991,355.7585
5.0,2.0,15,C,1,170,0.6471,0.4779,158.0009,132.3317
5.0,2.0,15,C,2,170,0.6941,0.3725,343.8045,209.0566
5.0,2.0,15,C,3,170,0.6784,0.315,509.2635,262.999
5.0,2.0,15,R,1,230,0.3087,0.462,78.7972,105.4291
5.0,2.0,15,R,2,230,0.337,0.4229,182.4431,205.7416
5.0,2.0,15,R,3,230,0.3101,0.3644,224.6828,244.0373
5.0,2.0,15,RC,1,160,0.2938,0.4555,111.8915,162.7594
5.0,2.0,15,RC,2,160,0.3094,0.3987,240.6542,284.2022
5.0,2.0,15,RC,3,160,0.2854,0.3351,337.9849,368.9598
5.0,2.0,25,C,2,170,0.5029,0.3892,310.4778,229.2924
5.0,2.0,25,C,4,170,0.5397,0.2689,590.2648,279.8165
5.0,2.0,25,C,6,170,0.5431,0.2796,853.1842,445.374
5.0,2.0,25,R,2,230,0.3435,0.4137,207.417,220.015
5.0,2.0,25,R,4,230,0.287,0.3382,358.4641,377.6967
5.0,2.0,25,R,6,230,0.3109,0.3295,535.5235,493.8771
5.0,2.0,25,RC,2,160,0.2687,0.3703,217.4249,276.6743
5.0,2.0,25,RC,4,160,0.2828,0.3225,461.7103,499.8169
5.0,2.0,25,RC,6,160,0.3031,0.3379,725.8988,764.0687
