LAMBDA,PI_S,size,class,level,n_scenarios,frac_outsourced_mean,frac_outsourced_std,objective_mean,objective_std
0.75,2.0,35,R,6,90,0.7426,0.1724,219.0258,36.2254
0.75,2.0,35,R,9,90,0.7358,0.1686,309.6937,67.0721
0.75,2.0,35,RC,3,10,1.0,0.0,182.3034,13.0266
0.75,2.0,35,RC,6,10,1.0,0.0,350.9352,18.2298
0.75,2.0,35,RC,9,10,1.0,0.0,547.2116,28.0518
1.0,2.0,30,C,2,130,0.8077,0.2868,88.6167,35.7425
1.0,2.0,30,C,4,130,0.8442,0.204,178.0634,48.6712
1.0,2.0,30,C,6,130,0.8461,0.1583,274.4989,48.1687
1.0,2.0,30,R,2,120,0.7083,0.3135,97.6055,43.0013
1.0,2.0,30,R,4,120,0.7979,0.1806,220.3052,40.4189
1.0,2.0,30,R,6,120,0.7625,0.192,315.9954,77.8545
1.0,2.0,30,RC,2,80,0.9563,0.1413,151.0444,26.1762
1.0,2.0,30,RC,4,80,0.975,0.075,316.8004,34.9883
1.0,2.0,30,RC,6,80,0.9729,0.081,477.2163,49.5061
1.0,2.0,35,C,3,110,0.8636,0.2215,141.9824,43.5675
1.0,2.0,35,C,6,110,0.8394,0.1619,284.9645,54.7828
1.0,2.0,35,C,9,110,0.8293,0.159,423.7346,77.8623
1.0,2.0,35,R,3,90,0.7185,0.243,139.2104,40.852
1.0,2.0,35,R,6,90,0.7241,0.1794,288.1408,49.1061
1.0,2.0,35,R,9,90,0.7136,0.1776,407.396,90.328
1.0,2.0,35,RC,3,10,1.0,0.0,243.0712,17.3688
1.0,2.0,35,RC,6,10,1.0,0.0,467.9136,24.3063
1.0,2.0,35,RC,9,10,1.0,0.0,729.6155,37.4025
1.5,2.0,30,C,2,130,0.8077,0.2868,131.2262,55.4117
1.5,2.0,30,C,4,130,0.8404,0.2057,263.6253,75.5726
1.5,2.0,30,C,6,130,0.8449,0.1617,407.3565,74.7008
1.5,2.0,30,R,2,120,0.7083,0.3135,145.1215,65.2122
1.5,2.0,30,R,4,120,0.7812,0.1784,325.2682,61.9322
1.5,2.0,30,R,6,120,0.7417,0.2051,466.4859,120.9917
1.5,2.0,30,RC,2,80,0.9563,0.1413,226.194,40.2522
1.5,2.0,30,RC,4,80,0.975,0.075,474.9349,53.0377
1.5,2.0,30,RC,6,80,0.9729,0.081,715.3483,75.0441
1.5,2.0,35,C,3,110,0.8606,0.2219,209.6715,67.464
1.5,2.0,35,C,6,110,0.8379,0.1612,422.7825,85.1752
1.5,2.0,35,C,9,110,0.8283,0.1618,626.568,124.2715
1.5,2.0,35,R,3,90,0.7074,0.2476,204.6191,63.5225
1.5,2.0,35,R,6,90,0.7111,0.1788,424.4788,76.0696
1.5,2.0,35,R,9,90,0.7025,0.1798,600.3941,138.1772
1.5,2.0,35,RC,3,10,1.0,0.0,364.6069,26.0532
1.5,2.0,35,RC,6,10,1.0,0.0,701.8704,36.4595
1.5,2.0,35,RC,9,10,1.0,0.0,1094.4232,56.1037
2.0,2.0,30,C,2,130,0.8077,0.2868,173.8356,75.1858
2.0,2.0,30,C,4,130,0.8404,0.2057,349.1315,102.7729
2.0,2.0,30,C,6,130,0.8449,0.1617,540.1682,101.5518
2.0,2.0,30,R,2,120,0.7042,0.3129,192.4349,87.6587
2.0,2.0,30,R,4,120,0.7771,0.1791,429.3984,83.5938
2.0,2.0,30,R,6,120,0.7333,0.2079,615.5281,165.3124
2.0,2.0,30,RC,2,80,0.9563,0.1413,301.3435,54.3412
2.0,2.0,30,RC,4,80,0.975,0.075,633.0694,71.0966
2.0,2.0,30,RC,6,80,0.9729,0.081,953.4802,100.5982
2.0,2.0,35,C,3,110,0.8576,0.2223,277.1443,91.6658
2.0,2.0,35,C,6,110,0.8379,0.1612,560.4788,115.601
2.0,2.0,35,C,9,110,0.8283,0.1618,829.3847,171.0537
2.0,2.0,35,R,3,90,0.7,0.2536,269.4847,86.6525
2.0,2.0,35,R,6,90,0.7019,0.18,559.6115,103.1861
2.0,2.0,35,R,9,90,0.6864,0.1773,791.3953,186.0106
2.0,2.0,35,RC,3,10,1.0,0.0,486.1425,34.7376
2.0,2.0,35,RC,6,10,1.0,0.0,935.8272,48.6127
2.0,2.0,35,RC,9,10,1.0,0.0,1459.231,74.8049
3.0,2.0,30,C,2,130,0.8077,0.2868,259.0545,114.8318
3.0,2.0,30,C,4,130,0.8404,0.2057,520.1437,157.4319
3.0,2.0,30,C,6,130,0.8449,0.1617,805.7915,155.5003
3.0,2.0,30,R,2,120,0.6917,0.3239,286.6295,133.1039
3.0,2.0,30,R,4,120,0.7688,0.1802,636.3227,127.6529
3.0,2.0,30,R,6,120,0.7264,0.2149,911.4991,255.5645
3.0,2.0,30,RC,2,80,0.9563,0.1413,451.6426,82.5315
3.0,2.0,30,RC,4,80,0.975,0.075,949.3384,107.224
3.0,2.0,30,RC,6,80,0.9729,0.081,1429.7439,151.7223
3.0,2.0,35,C,3,110,0.8576,0.2223,411.9322,140.5332
3.0,2.0,35,C,6,110,0.8379,0.1612,835.8714,176.6921
3.0,2.0,35,C,9,110,0.8283,0.1618,1234.994,264.9468
3.0,2.0,35,R,3,90,0.6926,0.2545,397.9095,134.1265
3.0,2.0,35,R,6,90,0.6907,0.1852,827.2881,158.8049
3.0,2.0,35,R,9,90,0.6729,0.184,1167.2815,281.7501
3.0,2.0,35,RC,3,10,1.0,0.0,729.2137,52.1064
3.0,2.0,35,RC,6,10,1.0,0.0,1403.7408,72.919
3.0,2.0,35,RC,9,10,1.0,0.0,2188.8464,112.2074
5.0,2.0,30,C,2,130,0.8077,0.2868,429.4924,194.2354
5.0,2.0,30,C,4,130,0.8404,0.2057,862.1682,267.0425
5.0,2.0,30,C,6,130,0.8449,0.1617,1337.0383,263.6769
5.0,2.0,30,R,2,120,0.6667,0.3375,471.1918,225.4104
5.0,2.0,30,R,4,120,0.7542,0.1854,1045.4036,217.4044
5.0,2.0,30,R,6,120,0.7208,0.2227,1499.5755,440.448
5.0,2.0,30,RC,2,80,0.9563,0.1413,752.2408,138.9265
5.0,2.0,30,RC,4,80,0.975,0.075,1581.8764,179.4897
5.0,2.0,30,RC,6,80,0.9729,0.081,2382.2716,253.9891
5.0,2.0,35,C,3,110,0.8576,0.2223,681.5079,238.7372
5.0,2.0,35,C,6,110,0.8379,0.1612,1386.6566,299.1471
5.0,2.0,35,C,9,110,0.8283,0.1618,2046.0769,453.1512
5.0,2.0,35,R,3,90,0.6926,0.2545,654.5893,230.1556
5.0,2.0,35,R,6,90,0.6907,0.1852,1359.2941,272.9296
5.0,2.0,35,R,9,90,0.6679,0.1892,1913.0221,475.5355
5.0,2.0,35,RC,3,10,1.0,0.0,1215.3562,86.844
5.0,2.0,35,RC,6,10,1.0,0.0,2339.568,121.5317
5.0,2.0,35,RC,9,10,1.0,0.0,3648.0774,187.0124
